,Name,Year,Location,Country,Status,Type,city,state,state_names,avg_temp_f,avg_temp_c
239,Fourth Street Bridge,1930,Los Angeles (CA),USA,in use,concrete,Los Angeles,CA,California,64.9,18.3
240,Fourth Street Bridge,1928,Los Angeles (CA),USA,in use,concrete,Los Angeles,CA,California,64.9,18.3
241,Francis Scott Key Bridge,1923,Washington,USA,in use,concrete,Washingto,WA,Washington,48.3,9.1
242,Franklin Avenue Bridge,1925,Los Angeles (CA),USA,in use,concrete,Los Angeles,CA,California,64.9,18.3
243,Fred G. Redmon Bridge,1971,Yakima County (WA),USA,in use,concrete,Yakima County,WA,Washington,49.7,9.8
244,Fred Hartman Bridge,1995,Baytown (TX),USA,in use,concrete,Baytown,TX,Texas,67.7,19.8
245,Freeman's Crossing Bridge,1921,North San Juan (CA),USA,demolished,concrete,North San Juan,CA,California,62.3,16.8
246,Fremont Avenue Bridge,1911,Los Altos (CA),USA,in use,concrete,Los Altos,CA,California,59.4,15.2
247,Fulton Bridge,1927,Fulton (KS),USA,in use,concrete,Fulton,KS,Kansas,54.3,12.4
248,Fulton Road Bridge,1932,Cleveland (OH),USA,demolished,concrete,Cleveland,OH,Ohio,51.4,10.8
249,Fulton Road Bridge,2010,Cleveland (OH),USA,in use,concrete,Cleveland,OH,Ohio,51.4,10.8
250,Galena Creek Bridge,2012,Nevada (NV),USA,in use,concrete,Nevada,NV,Nevada,49.9,9.9
251,Galena Y-Bridge,1926,Galena (MO),USA,in use,concrete,Galena,MO,Missouri,56.1,13.4
252,Galveston Causeway Bridge,1912,Galveston (TX),USA,in use,concrete,Galveston,TX,Texas,71.3,21.8
253,Galveston Causeway Bridges,2008,Galveston (TX),USA,in use,concrete,Galveston,TX,Texas,71.3,21.8
254,Garcon Point Bridge,1999,Santa Rosa County (FL),USA,in use,concrete,Santa Rosa County,FL,Florida,70.7,21.5
255,Gates Bridge,1993,Gates (OR),USA,in use,concrete,Gates,OR,Oregon,51.2,10.7
256,George S. Eccles 2002 Legacy Bridge,2001,Salt Lake City (UT),USA,in use,concrete,Salt Lake City,UT,Utah,52.8,11.6
257,George Westinghouse Memorial Bridge,1932,North Versailles (PA),USA,in use,concrete,North Versailles,PA,Pennsylvania,48.8,9.3
258,Georgia Street Bridge,1914,San Diego (CA),USA,in use,concrete,San Diego,CA,California,63.6,17.6
259,Georgia-Carolina Memorial Bridge,1927,Elbert County (GA),USA,demolished,concrete,Elbert County,GA,Georgia,63.5,17.5
260,Gerald Desmond Bridge,2020,Los Angeles (CA),USA,in use,concrete,Los Angeles,CA,California,64.9,18.3
261,Glendale Boulevard Bridge,1929,Los Angeles (CA),USA,in use,concrete,Los Angeles,CA,California,64.9,18.3
262,Gold Hill Bridge,1927,Jackson County (OR),USA,in use,concrete,Jackson County,OR,Oregon,48.4,9.1
263,Golden Avenue Bridge,1934,Placentia (CA),USA,in use,concrete,Placentia,CA,California,67.1,19.5
264,Goldsborough Creek Bridge,1923,Shelton (WA),USA,in use,concrete,Shelton,WA,Washington,51.0,10.6
265,Granville Road Bridge,1914,Westfield (MA),USA,in use,concrete,Westfield,MA,Massachusetts,48.4,9.1
266,Great Bridge,1934,Exeter (NH),USA,in use,concrete,Exeter,NH,New Hampshire,43.8,6.6
267,Greene Street Bridge,1956,Spokane (WA),USA,in use,concrete,Spokane,WA,Washington,48.2,9.0
268,Gull Street Bridge,1911,Kalamazoo (MI),USA,in use,concrete,Kalamazoo,MI,Michigan,49.3,9.6
269,Hamilton Creek Bridge,1911,Yolo County (CA),USA,in use,concrete,Yolo County,CA,California,53.0,11.7
270,Hampden County Memorial Bridge,1922,Springfield (MA),USA,in use,concrete,Springfield,MA,Massachusetts,49.0,9.4
271,Hanging Lake Viaduct,1993,Glenwood Canyon (CO),USA,in use,concrete,Glenwood Canyon,CO,Colorado,45.1,7.3
272,Hangtown Creek Bridge,1940,Placerville (CA),USA,in use,concrete,Placerville,CA,California,55.0,12.8
273,Harlan D. Miller Memorial Bridge,1926,Shasta County (CA),USA,in use,concrete,Shasta County,CA,California,60.8,16.0
274,Harrison Avenue Bridge,1922,Scranton (PA),USA,demolished,concrete,Scranton,PA,Pennsylvania,49.5,9.7
275,Hathaway Bridge,2003,Panama City (FL),USA,in use,concrete,Panama City,FL,Florida,69.0,20.6
276,Hato Rey Viaduct,2004,San Juan (US-PR),USA,in use,concrete,San Juan,US-PR,Puerto Rico,80.2,26.8
277,Hayden Arch Bridge,1925,Cody (WY),USA,in use,concrete,Cody,WY,Wyoming,45.0,7.2
278,Hayes Drive Bridge,1902,Chicago (IL),USA,in use,concrete,Chicago,IL,Illinois,49.9,9.9
279,Haynes Inlet Slough Bridge,2004,North Bend (OR),USA,in use,concrete,North Bend,OR,Oregon,52.0,11.1
280,Hegenberger Road Overcrossing,1996,Oakland (CA),USA,in use,concrete,Oakland,CA,California,59.4,15.2
281,Heisson Bridge,1925,Heisson (WA),USA,in use,concrete,Heisson,WA,Washington,48.3,9.1
282,Henderson Street Bridge,1930,Fort Worth (TX),USA,in use,concrete,Fort Worth,TX,Texas,64.7,18.2
283,Henley Street Bridge,1931,Knoxville (TN),USA,in use,concrete,Knoxville,TN,Tennessee,59.1,15.1
284,Henry County Veterans Bridge,2005,Henry County (OH),USA,in use,concrete,Henry County,OH,Ohio,50.7,10.4
285,High Level Bridge,1915,Akron (OH),USA,demolished,concrete,Akron,OH,Ohio,49.9,9.9
286,Highlands-Sea Bright Bridge,2011,Highlands (NJ),USA,in use,concrete,Highlands,NJ,New Jersey,54.2,12.3
287,Highway 25 Bridge,1988,Big Lake (MN),USA,in use,concrete,Big Lake,MN,Minnesota,41.2,5.1
288,Holly Drive Bridge,1952,Los Angeles (CA),USA,in use,concrete,Los Angeles,CA,California,64.9,18.3
289,Hood Canal Bridge,1961,- Kitsap County (WA),USA,in use,concrete,Kitsap County,WA,Washington,48.3,9.1
290,Horsethief Canyon Bridge,1931,Klickitat County (WA),USA,in use,concrete,Klickitat County,WA,Washington,48.3,9.1
291,Houston Ship Channel Bridge,2024,Houston (TX),USA,under construction,concrete,Houston,TX,Texas,69.9,21.1
292,Hunting Creek Bridge,1932,Alexandria (VA),USA,in use,concrete,Alexandria,VA,Virginia,57.9,14.4
293,Hurricane Creek Bridge,1927,Tuscaloosa County (AL),USA,demolished,concrete,Tuscaloosa County,AL,Alabama,64.0,17.8
294,Hyperion Avenue Bridge,1929,Los Angeles (CA),USA,in use,concrete,Los Angeles,CA,California,64.9,18.3
295,I-10 Purple Heart Memorial Bridge,2019,Beaumont (TX),USA,under construction,concrete,Beaumont,TX,Texas,68.3,20.2
296,I-35W Saint Anthony Falls Bridge,2008,Minneapolis (MN),USA,in use,concrete,Minneapolis,MN,Minnesota,46.3,7.9
297,I-39 Kishwaukee River Bridges,1980,Rockford (IL),USA,in use,concrete,Rockford,IL,Illinois,49.3,9.6
298,I-526 Wando River Bridge,1989,Charleston County (SC),USA,in use,concrete,Charleston County,SC,South Carolina,65.9,18.8
299,I-64 Kanawha River Bridge,2010,South Charleston (WV),USA,in use,concrete,South Charleston,WV,West Virginia,56.6,13.7
300,I-80 Cuyahoga River Bridge,2003,Boston Township (OH),USA,in use,concrete,Boston Township,OH,Ohio,50.7,10.4
301,Intercity Bridge,1927,- Saint Paul (MN),USA,in use,concrete,Saint Paul,MN,Minnesota,47.1,8.4
302,Interlachen Bridge,1900,Minneapolis (MN),USA,in use,concrete,Minneapolis,MN,Minnesota,46.3,7.9
303,Interstate 182 Bridge,1984,- Richland (WA),USA,in use,concrete,Richland,WA,Washington,53.2,11.8
304,Isleton Bridge,1923,Isleton (CA),USA,in use,concrete,Isleton,CA,California,58.6,14.8
305,Jacob Conser Bridge,1933,- Marion County (OR),USA,in use,concrete,Marion County,OR,Oregon,48.4,9.1
306,Jamestown Verrazzano Bridge,1992,Jamestown (RI),USA,in use,concrete,Jamestown,RI,Rhode Island,50.1,10.1
307,John A. Latsch Wagon Bridge,1916,Winona (MN),USA,in use,concrete,Winona,MN,Minnesota,46.9,8.3
308,John A. Lesner Bridge,2018,Virginia Beach (VA),USA,in use,concrete,Virginia Beach,VA,Virginia,59.9,15.5
309,John Mack Bridge,1931,Wichita (KS),USA,in use,concrete,Wichita,KS,Kansas,57.0,13.9
310,John Seigenthaler Pedestrian Bridge,1909,Nashville (TN),USA,in use,concrete,Nashville,TN,Tennessee,59.5,15.3
311,Johnson Creek Bridge,1920,Orleans County (NY),USA,in use,concrete,Orleans County,NY,New York,45.4,7.4
312,Johnson Road Bridge,1912,Atlanta (GA),USA,in use,concrete,Atlanta,GA,Georgia,62.6,17.0
313,Jones Bridge,1914,San Antonio (TX),USA,in use,concrete,San Antonio,TX,Texas,69.1,20.6
314,Jordan McCall Bridge,2007,Princeton (NJ),USA,in use,concrete,Princeton,NJ,New Jersey,48.2,9.0
315,Juneau-Douglas Bridge,1980,Juneau (AK),USA,in use,concrete,Juneau,AK,Alaska,42.1,5.6
316,Keller Drive Bridge,1944,Chicago (IL),USA,in use,concrete,Chicago,IL,Illinois,49.9,9.9
317,Kemper Road Bridge,1937,Hamilton County (OH),USA,in use,concrete,Hamilton County,OH,Ohio,39.3,4.1
318,Keno Bridge,1930,Klamath County (OR),USA,destroyed,concrete,Klamath County,OR,Oregon,48.4,9.1
319,Klamath River Bridge,1931,Siskiyou County (CA),USA,in use,concrete,Siskiyou County,CA,California,59.4,15.2
320,Klickitat River Bridge,1933,Lyle (WA),USA,in use,concrete,Lyle,WA,Washington,46.2,7.9
321,Klickitat River Railroad Bridge,1908,Lyle (WA),USA,in use,concrete,Lyle,WA,Washington,46.2,7.9
322,La Center Bridge,1923,La Center (WA),USA,demolished,concrete,La Center,WA,Washington,48.3,9.1
323,Lacey V. Murrow Floating Bridge,1940,Seattle (WA),USA,in use,concrete,Seattle,WA,Washington,52.6,11.4
324,Lake City Bridge,1914,Lake City (IA),USA,in use,concrete,Lake City,IA,Iowa,48.5,9.2
325,Lake Hodges Bridge,2009,Escondido (CA),USA,in use,concrete,Escondido,CA,California,62.0,16.7
326,Lake Natoma Crossing,1999,Folsom (CA),USA,in use,concrete,Folsom,CA,California,61.0,16.1
327,Lake Pontchartrain Causeway,1956,Metairie (LA),USA,in use,concrete,Metairie,LA,Louisiana,63.4,17.4
328,Lake Redding Bridge,1996,Redding (CA),USA,in use,concrete,Redding,CA,California,62.3,16.8
329,Lake Street Bridge,1931,River Forest (IL),USA,in use,concrete,River Forest,IL,Illinois,51.8,11.0
330,Lake Street Bridge,1992,Minneapolis (MN),USA,in use,concrete,Minneapolis,MN,Minnesota,46.3,7.9
331,Lamar Boulevard Bridge,1942,Austin (TX),USA,in use,concrete,Austin,TX,Texas,68.5,20.3
332,Lane Avenue Bridge,2004,Columbus (OH),USA,in use,concrete,Columbus,OH,Ohio,53.4,11.9
333,Larimer Avenue Bridge,1912,Pittsburgh (PA),USA,in use,concrete,Pittsburgh,PA,Pennsylvania,51.4,10.8
334,Latah Creek Bridge,1913,Spokane (WA),USA,in use,concrete,Spokane,WA,Washington,48.2,9.0
335,Lebam Road Bridge,1917,Lebam (WA),USA,in use,concrete,Lebam,WA,Washington,48.3,9.1
336,Leimert Boulevard Bridge,1926,Oakland (CA),USA,in use,concrete,Oakland,CA,California,59.4,15.2
337,Leonard P. Zakim Bunker Hill Memorial Bridge,2003,Boston (MA),USA,in use,concrete,Boston,MA,Massachusetts,51.3,10.7
338,Lexington Avenue Overpass,1904,Saint Paul (MN),USA,in use,concrete,Saint Paul,MN,Minnesota,47.1,8.4
339,Lilac Road Bridge,1978,Escondido (CA),USA,in use,concrete,Escondido,CA,California,62.0,16.7
340,Lincoln Highway Bridge,1915,Tama (IA),USA,in use,concrete,Tama,IA,Iowa,48.1,8.9
341,Lindbergh Viaduct,1927,Reading (PA),USA,in use,concrete,Reading,PA,Pennsylvania,50.9,10.5
342,Link River Bridge,1931,Klamath Falls (OR),USA,in use,concrete,Klamath Falls,OR,Oregon,46.4,8.0
343,Linn Cove Viaduct,1987,Grandfather Mountain (NC),USA,in use,concrete,Grandfather Mountain,NC,North Carolina,46.3,7.9
344,Little Sugar Creek Bridge,1913,Mound City (KS),USA,in use,concrete,Mound City,KS,Kansas,55.8,13.2
345,Little Washougal River Bridge,1949,Clark County (WA),USA,in use,concrete,Clark County,WA,Washington,48.3,9.1
346,Locust Street Bridge,1914,Waterloo (NY),USA,in use,concrete,Waterloo,NY,New York,43.9,6.6
347,London Bridge,1971,Lake Havasu City (AZ),USA,in use,concrete,Lake Havasu City,AZ,Arizona,70.0,21.1
348,Long Lake Dam Bridge,1949,Lincoln County (WA),USA,in use,concrete,Lincoln County,WA,Washington,48.3,9.1
349,Lower Blackburn Grade Bridge,1925,Bridgeville (CA),USA,out of service,concrete,Bridgeville,CA,California,52.6,11.4
350,Lower Custer Way Bridge,1915,Tumwater (WA),USA,in use,concrete,Tumwater,WA,Washington,48.0,8.9
351,Lower Screwtail Bridge,1998,Sunflower (AZ),USA,in use,concrete,Sunflower,AZ,Arizona,60.3,15.7
352,Mac Arthur Boulevard Bridge,1909,San Leandro (CA),USA,in use,concrete,San Leandro,CA,California,59.4,15.2
353,Madison Bridge,1926,Madison (KS),USA,in use,concrete,Madison,KS,Kansas,55.2,12.9
354,Madison Street Bridge,1948,Chicago (IL),USA,demolished,concrete,Chicago,IL,Illinois,49.9,9.9
355,Main Street Bridge,1931,Peshastin (WA),USA,in use,concrete,Peshastin,WA,Washington,48.3,9.1
356,Main Street Bridge,1937,Columbus (OH),USA,demolished,concrete,Columbus,OH,Ohio,53.4,11.9
357,Main Street Bridge,1914,Houston (TX),USA,in use,concrete,Houston,TX,Texas,69.9,21.1
358,Main Street Bridge,1927,Danville (VA),USA,demolished,concrete,Danville,VA,Virginia,58.5,14.7
359,Maple Avenue Bridge,2007,Redmond (OR),USA,in use,concrete,Redmond,OR,Oregon,48.0,8.9
360,Maple Creek Road Bridge,1928,Humboldt County (CA),USA,in use,concrete,Humboldt County,CA,California,59.4,15.2
361,Market Street Bridge,1928,Harrisburg (PA),USA,in use,concrete,Harrisburg,PA,Pennsylvania,53.2,11.8
362,Market Street Bridge,1929,Wilkes-Barre (PA),USA,in use,concrete,Wilkes-Barre,PA,Pennsylvania,49.2,9.6
363,Maroon Creek Bridge,2008,Aspen (CO),USA,in use,concrete,Aspen,CO,Colorado,40.8,4.9
364,Marshall Bridge,1950,Marshall (WA),USA,in use,concrete,Marshall,WA,Washington,48.3,9.1
365,MARTA Rapid Transit Bridge I,1983,Atlanta (GA),USA,in use,concrete,Atlanta,GA,Georgia,62.6,17.0
366,MARTA Rapid Transit Bridge II,1983,Atlanta (GA),USA,in use,concrete,Atlanta,GA,Georgia,62.6,17.0
367,Martin Olav Sabo Bridge,2007,Minneapolis (MN),USA,in use,concrete,Minneapolis,MN,Minnesota,46.3,7.9
368,Martin's Creek Viaduct,1914,Kingsley (PA),USA,in use,concrete,Kingsley,PA,Pennsylvania,48.8,9.3
369,MAX Main Street Bridge,1997,Hillsboro (OR),USA,in use,concrete,Hillsboro,OR,Oregon,52.4,11.3
370,Maxwell Bridge,2005,Napa (CA),USA,in use,concrete,Napa,CA,California,56.7,13.7
371,McArthur Bridge,1923,Detroit (MI),USA,in use,concrete,Detroit,MI,Michigan,50.3,10.2
372,McCauley Bridge,1916,Auburn (KS),USA,in use,concrete,Auburn,KS,Kansas,36.4,2.4
373,McKee Street Bridge,1932,Houston (TX),USA,in use,concrete,Houston,TX,Texas,69.9,21.1
374,McMillin Bridge,1934,McMillin (WA),USA,to be demolished,concrete,McMillin,WA,Washington,48.3,9.1
375,Mendota Bridge,1926,Mendota (MN),USA,in use,concrete,Mendota,MN,Minnesota,41.2,5.1
376,Mike O'Callaghan-Pat Tillman Memorial Bridge,2010,Boulder City (NV),USA,in use,concrete,Boulder City,NV,Nevada,67.2,19.6
377,Mill Avenue Bridge,1931,Tempe (AZ),USA,in use,concrete,Tempe,AZ,Arizona,68.8,20.4
378,Mill Creek Bridge,1927,Fort Scott (KS),USA,in use,concrete,Fort Scott,KS,Kansas,57.0,13.9
379,Mills Street Bridge,1912,Kalamazoo (MI),USA,demolished,concrete,Kalamazoo,MI,Michigan,49.3,9.6
380,Milwaukee Street Bridge,1913,Janesville (WI),USA,in use,concrete,Janesville,WI,Wisconsin,46.0,7.8
381,Mitchell State Aid Bridge,1919,Mitchell (NE),USA,in use,concrete,Mitchell,NE,Nebraska,47.7,8.7
382,Moffett Creek Bridge,1915,Bonneville (OR),USA,in use,concrete,Bonneville,OR,Oregon,48.4,9.1
383,Mogollon Rim Viaduct,1990,Gila County (AZ),USA,in use,concrete,Gila County,AZ,Arizona,60.3,15.7
384,Mohawk River Bridge,1933,Albany County (NY),USA,in use,concrete,Albany County,NY,New York,49.4,9.7
385,Monroe Street Bridge,1911,Spokane (WA),USA,in use,concrete,Spokane,WA,Washington,48.2,9.0
386,Morris Goodkind Bridge,1929,New Brunswick (NJ),USA,in use,concrete,New Brunswick,NJ,New Jersey,52.8,11.6
387,Mosel Avenue Bridge,1924,Kalamazoo (MI),USA,demolished,concrete,Kalamazoo,MI,Michigan,49.3,9.6
388,Mosier Creek Bridge,1920,Wasco County (OR),USA,in use,concrete,Wasco County,OR,Oregon,50.6,10.3
389,Moss Rainbow Arch Bridge,1926,Clearwater (FL),USA,in use,concrete,Clearwater,FL,Florida,72.6,22.6
390,Mottville Camelback Bridge,1922,Mottville Township (MI),USA,in use,concrete,Mottville Township,MI,Michigan,44.4,6.9
391,Mount Cuba Road Bridge,1922,Ashland (DE),USA,in use,concrete,Ashland,DE,Delaware,55.3,12.9
392,Mulberry Street Bridge,1909,Harrisburg (PA),USA,in use,concrete,Harrisburg,PA,Pennsylvania,53.2,11.8
393,Myrtle Creek Bridge,1922,Douglas County (OR),USA,in use,concrete,Douglas County,OR,Oregon,48.4,9.1
394,Napa River Rail Bridge,2011,Napa (CA),USA,in use,concrete,Napa,CA,California,56.7,13.7
395,Napoleon Bridge,1929,Henry County (OH),USA,demolished,concrete,Henry County,OH,Ohio,50.7,10.4
396,Natchez Trace Parkway Bridge,1994,Franklin (TN),USA,in use,concrete,Franklin,TN,Tennessee,58.6,14.8
397,Nebraska City Bridge,1986,Nebraska City (NE),USA,in use,concrete,Nebraska City,NE,Nebraska,52.6,11.4
398,New Harvard Street Bridge,1965,Washington,USA,in use,concrete,Washingto,WA,Washington,48.3,9.1
399,New Heisson Bridge,1999,Heisson (WA),USA,in use,concrete,Heisson,WA,Washington,48.3,9.1
400,North Beacon Street Bridge,1917,- Watertown (MA),USA,in use,concrete,Watertown,MA,Massachusetts,47.9,8.8
401,North Broadway Bridge,1909,Los Angeles (CA),USA,in use,concrete,Los Angeles,CA,California,64.9,18.3
402,North Halawa Valley Viaduct,1995,Oahu Island (HI),USA,in use,concrete,Oahu Island,HI,Hawaii,70.0,21.1
403,North Hamma Hamma River Bridge,1924,Eldon (WA),USA,in use,concrete,Eldon,WA,Washington,48.3,9.1
404,North Main Street Bridge,1910,Los Angeles (CA),USA,in use,concrete,Los Angeles,CA,California,64.9,18.3
405,North National Avenue Bridge,1933,Fort Scott (KS),USA,in use,concrete,Fort Scott,KS,Kansas,57.0,13.9
406,Nymore Bridge,1916,Bemidji (MN),USA,in use,concrete,Bemidji,MN,Minnesota,38.7,3.7
407,Oak Run Road Bridge,1958,Shasta County (CA),USA,in use,concrete,Shasta County,CA,California,60.8,16.0
408,Oakes Street Bridge,1930,San Angelo (TX),USA,in use,concrete,San Angelo,TX,Texas,65.4,18.6
409,Ocean City Causeway Visitors Center Bridge,2013,Ocean City (NJ),USA,in use,concrete,Ocean City,NJ,New Jersey,52.7,11.5
410,Ogden Avenue Bridge,1933,Chicago (IL),USA,in use,concrete,Chicago,IL,Illinois,49.9,9.9
411,Old Bradford Road Bridge,1930,Jefferson County (AL),USA,in use,concrete,Jefferson County,AL,Alabama,62.8,17.1
412,Old Harvard Street Bridge,1901,Washington,USA,in use,concrete,Washingto,WA,Washington,48.3,9.1
413,Old Monitor Road Bridge,1930,Chelan County (WA),USA,in use,concrete,Chelan County,WA,Washington,49.9,9.9
414,Olympia-Yashiro Friendship Bridge,2003,Olympia (WA),USA,in use,concrete,Olympia,WA,Washington,51.1,10.6
415,Oswego Creek Bridge,1930,Multnomah County (OR),USA,in use,concrete,Multnomah County,OR,Oregon,48.4,9.1
416,Oswego Creek Bridge,1920,Lake Oswego (OR),USA,in use,concrete,Lake Oswego,OR,Oregon,48.4,9.1
417,Otay River Bridge,2007,- Chula Vista (CA),USA,in use,concrete,Chula Vista,CA,California,61.0,16.1
418,Ozark Bridge,1930,Ozark (AR),USA,in use,concrete,Ozark,AR,Arkansas,59.0,15.0
419,Pacet Channel Viaduct,1912,Marathon (FL),USA,out of service,concrete,Marathon,FL,Florida,78.5,25.8
420,Pacific Avenue Overcrossing,2001,Everett (WA),USA,in use,concrete,Everett,WA,Washington,50.6,10.3
421,Padre Canyon Bridge,1914,Winona (AZ),USA,in use,concrete,Winona,AZ,Arizona,60.3,15.7
422,Park Drive Bridge,1916,Atlanta (GA),USA,in use,concrete,Atlanta,GA,Georgia,62.6,17.0
423,Parrotts Ferry Bridge,1978,Vallecito (CA),USA,in use,concrete,Vallecito,CA,California,59.4,15.2
424,Pascagoula River High Bridge,2003,Pascagoula (MS),USA,in use,concrete,Pascagoula,MS,Mississippi,68.0,20.0
425,Patton Bridge,1950,Auburn (WA),USA,in use,concrete,Auburn,WA,Washington,48.3,9.1
426,Paul Bryant Bridge,2004,Tuscaloosa (AL),USA,in use,concrete,Tuscaloosa,AL,Alabama,64.0,17.8
427,Pawnee Creek Bridge,1929,Hiattville (KS),USA,in use,concrete,Hiattville,KS,Kansas,54.3,12.4
428,Pearl Harbor Memorial Bridge,2016,New Haven (CT),USA,in use,concrete,New Haven,CT,Connecticut,53.6,12.0
429,Pearl Street Bridge,1922,Grand Rapids (MI),USA,in use,concrete,Grand Rapids,MI,Michigan,49.1,9.5
430,Pebble Creek Bridge,1936,Park County (WY),USA,in use,concrete,Park County,WY,Wyoming,42.0,5.6
431,Pecos River Flume,1903,Carlsbad (NM),USA,in use,concrete,Carlsbad,NM,New Mexico,63.0,17.2
432,Pekin Bridge,1982,Pekin (IL),USA,in use,concrete,Pekin,IL,Illinois,51.3,10.7
433,Pennsylvania Avenue Bridge,1916,Washington,USA,in use,concrete,Washingto,WA,Washington,48.3,9.1
434,Peter Courtney Minto Island Bridge,2017,Salem (OR),USA,in use,concrete,Salem,OR,Oregon,53.0,11.7
435,Peter DeFazio Bicycle Bridge,1999,Eugene (OR),USA,in use,concrete,Eugene,OR,Oregon,52.5,11.4
436,Pike Run Lincoln Highway Bridge,1927,Allen County (OH),USA,in use,concrete,Allen County,OH,Ohio,50.7,10.4
437,Pilarcitos Creek River Bridge,1910,San Mateo County (CA),USA,in use,concrete,San Mateo County,CA,California,59.4,15.2
438,Pine Valley Creek Bridge,1974,Pine Valley (CA),USA,in use,concrete,Pine Valley,CA,California,54.5,12.5
439,Plymouth Avenue Bridge,1983,Minneapolis (MN),USA,in use,concrete,Minneapolis,MN,Minnesota,46.3,7.9
440,Pontoon Slough Bridge,1956,Buffalo County (WI),USA,in use,concrete,Buffalo County,WI,Wisconsin,43.1,6.2
441,Portal Bridge,1963,Pittsburgh (PA),USA,in use,concrete,Pittsburgh,PA,Pennsylvania,51.4,10.8
442,Post Street Bridge,1917,Spokane (WA),USA,in use,concrete,Spokane,WA,Washington,48.2,9.0
443,Prettyboy Dam,1932,Baltimore County (MD),USA,in use,concrete,Baltimore County,MD,Maryland,55.1,12.8
444,Princeton Bridge,2002,Seattle (WA),USA,in use,concrete,Seattle,WA,Washington,52.6,11.4
445,Pumpkin Hollow Bridge,1922,Three Rivers (CA),USA,in use,concrete,Three Rivers,CA,California,63.2,17.3
